"Local SHA","Local Subject","Local Patch ID","Upstream SHA","Upstream Subject","Upstream Patch ID",
"164715ae41c17e614f1dbcec2fa2ef4795fa0e34","FROMLIST: drivers: soc: Add support to register LLCC EDAC driver","d818b6122bd413bffe2786700c51ecab2180b9b6","c081f3060fab316fcf103967a24e502d58488849","soc: qcom: Add support to register LLCC EDAC driver","d818b6122bd413bffe2786700c51ecab2180b9b6",
"b8c3fcc2775a0ec658d35367f6480a211058ba43","FROMLIST: drivers: edac: Add EDAC driver support for QCOM SoCs","49cd458b5308b143f97cdceb181c00ac7835c45a","27450653f1db0b9d5b5048a246c850c52ee4aa61","drivers: edac: Add EDAC driver support for QCOM SoCs","f07a7330956ee9dc123b373b3d73d227b9a13b62",
"e17dbf481badf891ca3fc31d1b61818260b6c39b","FROMLIST: arm64: dts: qcom: pm8998: Add adc node","d5d699398f7eacc70b4c5b10b4b5e0ef6db71411","43fb4431684067ca5547aa08b9c62db2fb024f53","arm64: dts: qcom: pm8998: Add adc node","d5d699398f7eacc70b4c5b10b4b5e0ef6db71411",
"4e19095cae8cb64fa86f4db96832626ebdf6c028","FROMLIST: arm64: dts: qcom: Populate pm8998 with some nodes","9474a50bb697f8dfbe0e7053505ed3e85b0bbc4e","61020aa53cc16a8edeaf9c45b896fab20ebda28a","arm64: dts: qcom: Populate pm8998 with additional nodes","9474a50bb697f8dfbe0e7053505ed3e85b0bbc4e",
"ea9e56c6b77680c60957eee57ba0e73363903da5","FROMLIST: arm64: dts: qcom: Add AOSS reset driver node for SDM845","eb3222225bdcf03e787d9fac9975c602bfd4f9f6","ead5eea3e3a924cccfb6bcb7841629eb044d0bd8","arm64: dts: qcom: Add AOSS reset driver node for SDM845","2fba87c805009be48f3637579c545e174ccc3fab",
"41b6a7725b69c2f9fc7738b31777b9cdd11496e7","FROMLIST: arm64: dts: qcom: sdm845-mtp: Add RPMh VRM/XOB regulators","d283e6383a14267e745e45551308ef1df8381253","d6c40ccf0531938db39ba0fdb28e338bd0da3ed4","arm64: dts: qcom: sdm845-mtp: Add RPMh VRM/XOB regulators","d283e6383a14267e745e45551308ef1df8381253",
"fbca279906ef8942a40e92a1b9c9ab9c266326f6","FROMLIST: arm64: dts: qcom: sdm845-mtp: Add nodes for USB","228fc10599ffa721efdfdca1d296988f10f19793","cfe10d38aa1ae6aaa8979f3eb3695db57863ccd9","arm64: dts: qcom: sdm845-mtp: Add nodes for USB","228fc10599ffa721efdfdca1d296988f10f19793",
"1afa2383c4c9c239c949da018b2c89fafc542ccf","FROMLIST: arm64: dts: qcom: pm8998: Add spmi-temp-alarm node","9c368462ebe7931d92942b77bda68755dc0da5d1","104e6415bf5000ed37ed2765ff0c1619b426d84b","arm64: dts: qcom: pm8998: Add spmi-temp-alarm node","9c368462ebe7931d92942b77bda68755dc0da5d1",
"29b66344a0e6d794f57e1424cd7072b45286ed02","FROMLIST: spi: spi-geni-qcom: Add SPI driver support for GENI based QUP","adf9ad54c17ab09e07938e70d4d25a9739dc63fc","561de45f72bd5f9b3f166bdd6151d4d0fe9e6534","spi: spi-geni-qcom: Add SPI driver support for GENI based QUP","c53c67df9111c4558033a56649bbf5064855e7e5",
"6af66bea90f703db963da00384d91a7732129dad","FROMLIST: spi: Introduce new driver for Qualcomm QuadSPI controller","2fe01845caa5ba746a65d7a0ad15601b87cdacb8","04000dc6f7e3ce24677f2895ea41746ed29a4498","spi: Introduce new driver for Qualcomm QuadSPI controller","6de8525b5e6e53c3d8d0e5e8659a99e73b0c8dc7",
"2d7630df8c4d1f1454bc8d9f464ddd253c8979ba","FROMLIST: arm64: dts: qcom: sdm845: Add qspi (quad SPI) node","170549a922bd56232e4f60f1b7d84786594f7dab","e1ce853932b771a8a524f214b036941d9832e7c7","arm64: dts: qcom: sdm845: Add qspi (quad SPI) node","8569727d40ec2caefd0981cf7f8d3129e9465b22",
"943a4a64f48f170ee639858568833848fe91f4b5","FROMLIST: dt-bindings: soc: qcom: Remove SPI controller maximum frequency binding","f1204d0a13f89b4c89fb34b518f12ec71c1be8c6","a8a398b833f33a1efb8352fcd9f03a354fb387d9","dt-bindings: soc: qcom: Remove SPI controller maximum frequency binding","f1204d0a13f89b4c89fb34b518f12ec71c1be8c6",
"34781ac850a53a49539ba35abedaa499032eb676","FROMLIST: arm64: dts: qcom: sdm845: Add UART nodes","14114183ce3278af44f1161d2ad0649f673c863a","bb2203d5f10bb8b2da16db1a1f357ff1178a5b9f","arm64: dts: qcom: sdm845: Add UART nodes","51ea63115ea1396100a5d3bc2c37138770b5aec3",
"7082ea51dfa17f038d316c997bedb87b05858e12","FROMLIST: drm/msm: Remove pm_runtime operations from msm_iommu","46903724c4e009072b1b688be86b7013e8a7efc7","a6bb79ab48796a6293b9c60597b631bca6011041","drm/msm: Remove pm_runtime calls from msm_iommu.c","030742221b69f44e656a9a585b6b59371da754eb",
"cf3eec27bede4b821e59e9c9331de3a5f0e0fc3f","FROMLIST: mfd: cros_ec_dev: Register cros_ec_accel_legacy driver as a subdevice.","580777941dd7f857e73edc32ae5f1f639e61fedc","ecc2ca47f3cd5b5851496d8261b1b14463d4a726","mfd: cros_ec_dev: Register cros_ec_accel_legacy driver as a subdevice","65bb5454cd1b39b9af2927b6de0277da3ededc87",
"ac69bc74240c2980d1c132c620e4bc797aa7d39a","FROMLIST: PCI: pciehp: Optimize PCIe root resume time","70c133d0aaf9f5814e0d70bf24f16bf070efe182","b3c004542229099e18198061c737e13eafc8d4d6","PCI: pciehp: wait 100 ms after Link Training check","79091824a04620251fd8a3c76e74293f0e75fdfe",
"892b4e3b39771465c3f24476b090db9df5c1d83e","FROMLIST: scsi: ufs: set the device reference clock setting","94f79f65abfc498f011e3a11cdff2d24ae6682db","9e1e8a75708031937a0f92567c19760c92658410","scsi: ufs: set the device reference clock setting","ca1119df42b4d468616b94893b6475cee6022133",
"3f47d42207351450abbd0f2b10977d464cfe17e2","FROMLIST: scsi: ufs: make UFS Tx lane1 clock optional for QCOM platforms","350b0a569ade3b4a0f426b22e38fff3b101d78a0","5adaf1e8d5e56cd7c06f0e4fa0c6b5148220e6ad","scsi: ufs: make UFS Tx lane1 clock optional for QCOM platforms","f03c5432f550eef5e3ac736f93af794b6709991f",
"0190f8fe5bf68c56e53654614265dc4a43efb3f4","BACKPORT: tpm: Add explicit chip->ops locking for sysfs attributes.","8d9cb407f4eabb496649739a2e6397052376ad9c","2677ca98ae377517930c183248221f69f771c921","tpm: use tpm_try_get_ops() in tpm-sysfs.c.","d627561488711da31dfa1d093810eb2a4a8c3a2a",
"58829be84a53911e061a9e69a853be6e5fbaad27","FROMLIST: ath10k: Add support to create boardname for non-bmi target","e42144ece7cb304df579d1ae703a9311ca09ac06","22e8a46027387b4e8db75f73ede9bbf337115e9c","ath10k: add support to create boardname for non-bmi target","0e3fcb1409c7a70f76cb44fe3fc8912d0c3dfc5f",
"9e444e4e938244a0d81da26ff4dfd56927624e3e","FROMLIST: ath10k: Add QMI message handshake for wcn3990 client","de821c4f37ec6f53655eb9157d228049dfe8e92e","ba94c753ccb471bafe8bd824b744fda6fee0001e","ath10k: add QMI message handshake for wcn3990 client","5a10cc96da7f219b0078482aea64740a4974d82f",
"e25f7a3fde49aafcb866c2789a6114cef966d8f5","FROMLIST: ath10k: Set DMA address mask to 35 bit for WCN3990","4550c43f699cadcf960431de00173ebb51e2b248","5b9030cee1bedba934adb5c7ae708e510dddd0f0","ath10k: Set DMA address mask to 35 bit for WCN3990","4550c43f699cadcf960431de00173ebb51e2b248",
"87bc14d8d9f5f78df59bbde8d4ae7663041db07c","FROMLIST: dt-bindings: phy-qcom-qmp: Fix register underspecification","d1968bd09be553778e03594735b63d3d4287c47f","2517d09b39f3bb811e7349efa8248147ccb2eaa1","dt-bindings: phy-qcom-qmp: Fix register underspecification","82fd3ffefff2d1c3246dcf2ee087fcf9b3b55272",
"df93117e3abb977634c0b053cc8a19b4bc9ba3d0","FROMLIST: arm64: dts: qcom: sdm845: add UFS controller","ab269c7e5c8bffeede19c29a12db9ada9fcf8584","cc16687fbd740431d9f9ebbfb64ace51676b9d3b","arm64: dts: qcom: sdm845: add UFS controller","f3e368ee8c3b14182f8c1f95bc6a0f806e1e2cc8",
"121a1d526d7406993a37ac9c435b1eded758f882","FROMLIST: arm64: dts: qcom: sdm845: Add UFS nodes for sdm845-mtp","2db772fc972b17d89186bc485b9be4c4e657ca72","b010fdb4ea58fb1a0c59c550ef5692745b1e4dc2","arm64: dts: qcom: sdm845: Add UFS nodes for sdm845-mtp","92a877c8b46710fc2510c6370654b0499ac9411a",
"64fe4c35c9161a0666855f87565467b78dc224da","FROMLIST: ath10k: snoc: remove 'wcn3990' from generic resource handling","0f8a97da2b42066b94e57973f86cea4ae0e26b47","887a3dcf589389756bad51b34b69d4e9e9b2aa86","ath10k: snoc: remove 'wcn3990' from generic resource handling","04f46b46e7bd937d5a1a1de944e2a0c0d1f6f782",
"a0069d4ff25ca6bb7c93c4e3ffabb1aee7188605","FROMGIT: kdb: use correct pointer when 'btc' calls 'btt'","ee0cbaf22e2d72aa1b6a014491ddb8c20f5594d7","47052af2372038e6d05672c37d2831318c96c4be","kdb: use correct pointer when 'btc' calls 'btt'","ee0cbaf22e2d72aa1b6a014491ddb8c20f5594d7",
"15b87b9da9aa624f00828915e5c10122622cd43d","FROMLIST: arm64: dts: qcom: sdm845: Add PDC Global reset driver node","2c115fc0d78305e31b70ceb51a62b10d35e025a2","13393da0c698b43b0e8bd710060b99da59727150","arm64: dts: qcom: sdm845: Add PDC Global reset driver node","de20c8430e7fc59bc3e5c40a8eac62d311f29a4a",
"8488148153f842cf027cd9bd15cdd6c0ff895789","FROMLIST: arm64: dts: qcom: sdm845: Add reserve-memory nodes","f9a4460926436f80b8478cd3109c953e7db3cf03","8ed6d484ec76c8c77ef9deca3875de50d83c7221","arm64: dts: qcom: sdm845: Add reserve-memory nodes","e3af76693f71d4225ddd5669514e2808eb926168",
"0400d4b09e7c9290dbbfd95943da466a6e171c35","BACKPORT: drm/i915/icl: toggle PHY clock gating around link training","35d0bf47587318ddba86ceafe897fa719a387e55","bc334d914eeee02eddefd7be533acafd9a042ade","drm/i915/icl: toggle PHY clock gating around link training","72caf336a230d464d1feea160231a4bfaa576521",
"8904e6bcca0dda56f9726a840b069b7ec217a3ce","BACKPORT: drm/i915: remove confusing GPIO vs PCH_GPIO","6ef256724d1ac3dc9602e6bb6392a8b3daaf89bc","dce888798d3ed1c7fea2d45f5f757a749a9e2584","drm/i915: remove confusing GPIO vs PCH_GPIO","f379245fc999ca73aed85c577e9c10a8369c3383",
"5d0b7c73af7b94c0d7172909885fb15d98c94125","BACKPORT: drm/i915/icl: implement the tc/legacy HPD {dis,}connect flows","46ce9a9fec2e0e9523fe067bc1decc59ba980c64","39d1e234e1e13f65f4d53715d34aadfb6249eeaf","drm/i915/icl: implement the tc/legacy HPD {dis,}connect flows","d64d8f69eb80a7e6aa6c86a25cba7758addf3b24",
"2b5ead93e6f2c047741683eeb1e45e2bbd5fa426","BACKPORT: drm/i915: Attach the pci match data to the device upon creation","ae01f40702f2a6fa2261dd909e890de63b9369c6","55ac5a1614f99816ed367a9ded5f5d65321b522f","drm/i915: Attach the pci match data to the device upon creation","0c94a5a17ff4df4c94517f8e6675cce8ffb48bd9",
"240da81570b7d7b2f0337a1648624620c07991ef","BACKPORT: FROMLIST: dt: bindings: add missing dt properties for WCN3990 wifi node","6d9bb055408f4fa865a2e6612a66268449c6d205","5fac78aac91d89b4a04c1cbd92254f62935c2711","dt: bindings: ath10k: add missing dt properties for WCN3990 wifi node","0125d806fb0278ede73a83a2aef7bf58b188adfa",
"1b2927cd36db882de27d7b84c3636c4ffe988f33","FROMLIST: dts: arm64/sdm845: Add WCN3990 WLAN module device node","9128702087872e83535cab298e6c521229952144","022bccb840b7ff9c64a70e81ac017d4d10bb8a9c","arm64: dts: sdm845: Add WCN3990 WLAN module device node","79a046f21ffd5222d826097fb6f7e72c8a7e4216",
"2b668d3fd0fb7e3f554d75d2252cd6c402e0df48","BACKPORT: FROMLIST: dt: bindings: add bindings for wifi iommu node","a991a53510da3daee03741533c7489945ded18b9","a3542d0c73cec6a45bde512ea2b43666c05a8c54","dt: bindings: ath10k: add bindings for wifi iommu node","65c741435c83afa240e51ceda99c343300e8dd19",
"5dcbea93dd1ae10a8b4db2f4021fb9ea73d144d4","BACKPORT: drm/amd/display: Refactor FreeSync module","70612ef66db480177ef606c51a41edf419a7fca9","98e6436d3af5fef7ca9b59d865dd5807ede36fb9","drm/amd/display: Refactor FreeSync module","23a7d29b34c4bc76abb8042c3d5a0a52f97615fa",
"c74eb36aa023ddb7752854838cf50b37830b577b","BACKPORT: drm/vmwgfx: Adapt execbuf to the new validation api","0edd4fe1291c21a23e7e7af1851139cb9ff64695","9c079b8ce8bf8e0394149eb39c78b04285644bcc","drm/vmwgfx: Adapt execbuf to the new validation api","d1e4bae6b2cfedb0c466ca9596c8eb0bd44a705f",
"c58618019deb3ccb41fe793152c1955558b50d03","FROMLIST: blk-mq: not embed .mq_kobj and ctx->kobj into queue instance","1c959d68cd5a2e66b379e76f316b5fe0d8d6bc72","1db4909e76f64a85f4aaa187f0f683f5c85a471d","blk-mq: not embed .mq_kobj and ctx->kobj into queue instance","5516ea1802e7f5dcd176149890961728af8b0393",
"54b05ab018581178978268c316bd3ed662fca3c5","FROMGIT: drm: msm: Use DRM_DEV_* instead of dev_*","82e97ea1cc1af55583b131a2e4eea7d6ac5a86b9","6a41da17e87dee2936645d9a51fccf932fa42981","drm: msm: Use DRM_DEV_* instead of dev_*","b04cdc5b271845c04c14197ad0975c8292b88cba",
"8412b18b1ba1f324b7175b5aba38f43456c5d7dc","FROMLIST: pinctrl: msm: Add sleep pinctrl state transitions","7d7dff31a3fd10c229b9afa8349d653c9e33472f","977d057ad3464c4698fd875ca6bf3f30e554cee2","pinctrl: msm: Add sleep pinctrl state transitions","6276feee77a331deff4ffb02c624d575bb9374fd",
"ae682cde4eb53689418f9f102ba0f81729b62f26","FROMLIST: arm64: dts: sdm845: Add gpu clock controller node","ca79084d00b0be30f5913bf3ef3b42921694026e","9aa4a27ec6b0cd7292dd8452dd386c6d0d5a4a18","arm64: dts: sdm845: Add gpu clock controller node","2cd0c684a89326855466584cc67d37bab8db7807",
"da4c1b2d9f5ee9526fd3d25fdc10b9520808e593","BACKPORT: FROMLIST: interconnect: Add generic on-chip interconnect API","44b27e85f12bd6244d6d174570d768f7501c7946","11f1ceca7031deefc1a34236ab7b94360016b71d","interconnect: Add generic on-chip interconnect API","1f68d5376bc2b860789c7c495e3e53973cc29ac5",
"b4a8bc6ba2bebd049df0a4036ecba20cb595f71f","FROMLIST: dt-bindings: Introduce interconnect binding","8cd20d268179c105f125b392fd25567ab3ac3adb","06b3773b5038a618c578f823d5622481e96c0b56","dt-bindings: Introduce interconnect binding","bc0cd3dd8152b5a5c2e7da884698978a633f0dc4",
"610e114842d13d4d4c1d28e3d92020521f6a8cf5","FROMLIST: interconnect: Allow endpoints translation via DT","24f1e20b65da8a68e38c8a12a17f409e0b8ca8ee","87e3031b6fbd83ea83adf1bf9602bcce313ee787","interconnect: Allow endpoints translation via DT","b1d08740ad8652efd73649810e996a7da908cad7",
"9a295683ef3b013ebccb73132b1edb9a6d04a287","FROMLIST: interconnect: Add debugfs support","67cca774d0a0e258364228e3ef9e6002a6d48f63","3697ff4340ba636f5ec75096713372973719a0f2","interconnect: Add debugfs support","79935721a48a416dc6d727b2f0017958593b29a7",
"b2c182b7c4661b5b3b88f4cdaa9f87463b6ab052","FROMLIST: interconnect: qcom: Add sdm845 interconnect provider driver","245fd56cf5d4cbb17de533b9550d8c43c43f8458","b5d2f741077abc71205e60b5bbd7dfa07b9d6953","interconnect: qcom: Add sdm845 interconnect provider driver","edea8144efaf7c1a97b43e52e1f656169efe1784",
"0208796b9ce9d8800ccc28fd5d059f6b6c71e0de","FROMLIST: arm64: dts: sdm845: Add interconnect provider DT nodes","f5d0767bf4fa5538dd87d38af448b5f86e7c1914","5e8204893f62792ebeed88ae505cf658b216eaa0","arm64: dts: sdm845: Add interconnect provider DT nodes","0905f2aa7436712a6001b9d7372a55bf813a900a",
"3c111af9437ad21d7db82120a116936bc968cab9","FROMLIST: arm64: dts: qcom: sdm845: Add dpu to sdm845 dts file","a50e9686d3abfe9a50bf58c587b1fa1351f83a2b","08c2a076d18f3e481c004f59a9c4c9f07eec01db","arm64: dts: qcom: sdm845: Add dpu to sdm845 dts file","4c0d757dffd2bc01334d00141a82e7d049aababd",
"81534abc1d84ca7b3c63ba03f98bb6c103bb1ab5","FROMLIST: arm64: dts: sdm845: Add videocc node","8ae246924908ee79297e68f0b4b957e22591390d","05556681948be46422618e662edd69d719f6b109","arm64: dts: sdm845: Add videocc node","8b30bc4dc9095562eaf14ebdeff3a3816e911d07",
"48c0c22eef630edb010af82112f0b5d6db800357","FROMLIST: arm64: dts: qcom: sdm845: Add SD node","0485b223bdd7cbf6e1699a824f817d6e42efc3b7","67d62e5a3b55d470101eff378f5cb7437de0f26a","arm64: dts: qcom: sdm845: Add SD node","ba1ababac7ea7ebe415bcc580df9a8748fe24437",
"0b08eb5c0406c2da97f1607303072de50c25d19c","BACKPORT: FROMLIST: arm64: dts: sdm845: Add lpasscc node","752bb81025cd795738903d44f4d144b5c6ed018d","0cef5dd4035fb856a0b4676283d90f093ecd0148","arm64: dts: sdm845: Add lpasscc node","b538eb17c11c5a2c3bf4f9e8383d52cc99e4b466",
"3356a4b12f2d4992d3a44798ac165be95ffa47cb","FROMLIST: drm/amd/display: fix compliler errors [-Werror,-Wmissing-braces]","becb716ac7dc4148c736d3c9eba8b247dba0954a","785fd44c251c08c1490e20daec604f0f924dd7fc","drm/amd/display: fix compliler errors [-Werror,-Wmissing-braces]","2d4f0abd69c199570608864351aa296bff8c93dc",
"b4240c52ff8b1ca1d2522a651abfc8cce4ab9082","FROMLIST: arm64: dts: sdm845: Add cpufreq device node","0da264fd8f8f756b2cb8e6d8e01a06087ad7deb2","c604b82a09ce3244add85064f8538d45f879a980","arm64: dts: sdm845: Add cpufreq device node","bb2664eaa3758cfacaa679c39ef06ccc0ccbdbb2",
"c8ca44178623e3d49a30b3d30d54690135a4c58d","FROMGIT: dt-bindings: drm/msm/a6xx: Document GMU and update GPU bindings","be1415a2ed8abb2d5302e2a56cfcaa7d0794190b","740f9433a85408039aac33eb7f62a6a8d552d983","dt-bindings: drm/msm/a6xx: Document GMU and update GPU bindings","f10349207fd3fb7d54396787ae88ddeef700bfb6",
"60acd33f01669f10bdd603c2f0a51d4d4fad70c8","FROMLIST: soc: qcom: rpmhpd: Add RPMh power domain driver","0e71ce6118c75a1a8f8fa177639afe22e3c053a4","279b7e8a62cc4f524dac49ac3ab5bc401a965422","soc: qcom: rpmhpd: Add RPMh power domain driver","393d18c0243d3c408c41360bdb6b460f09927598",
"7a3fe2785c28d803c3ed43ea41c9dd44c5d4bb57","BACKPORT: FROMLIST: arm64: dts: sdm845: Add rpmh powercontroller node","061cb53c46865aacf45c3c163d2c0303f6af9e64","5b6f186f0abb7e6c0db4ab3a5eb2831412d03673","arm64: dts: sdm845: Add rpmh powercontroller node","96db93a10e6ff4d564ff8669f4adc31726465c95",
"f1601f07ee03f6f0e0072b6d254922eb60b2e38d","BACKPORT: FROMLIST: arm64: dts: qcom: sdm845: Increase address and size cells for soc","35cd2584e94bf1ab3932ea09efe143af05cda8a6","bede7d2dc8f36cc88212ae8d1e849fc7203cf2fe","arm64: dts: qcom: sdm845: Increase address and size cells for soc","aa07f02fcdb62db479296597fbfec44ee54b28ab",
"758dc382f136b3ae3521a897661c9bde22ddf60e","FROMLIST: arm64: dts: sdm845: Add CPU capacity values","42c76c355f542cb815019da3f7b4f9e3b9f0386e","b6bc6423fa1a2b1cdf407c22bf1a1bfff73d57bd","arm64: dts: sdm845: Add CPU capacity values","6d738b605c89f5e08f10b12580b8ff34281f4223",
"b205ba4d97cf0bc140866c368e9610d30053405f","FROMLIST: drm/msm/a6xx: Add support for an interconnect path","d912a60da9e68152dc87a7718ae003787706b124","fcf9d0b7d2f50003efe0ba280be458f27671010d","drm/msm/a6xx: Add support for an interconnect path","07caecb022f49d7b3e3c9fb363f70d1398f76534",
"45fd4273d8b73d265a5526f6ce7055c4037ad12a","FROMLIST: dt-bindings: drm/msm/a6xx: Document interconnect properties for GPU","7fb3d3b1cfa3347599f05f75b1e28af14c017a10","026ef6354caa661ddd4c399590048e72a9d420bf","dt-bindings: drm/msm/a6xx: Document interconnect properties for GPU","7acbb2dd83607264e9e77c1544e071ae0ed72675",
"eeafc37c48477197406629173446b72bc325389a","BACKPORT: FROMLIST: arm64: dts: sdm845: Add gpu and gmu device nodes","454f91c0f6c4088e20557f5c20cc5c18fc66a131","c79800103eb187526087bca6009727b476a384c0","arm64: dts: sdm845: Add gpu and gmu device nodes","1b6a85c17967030b4de8e9bab7f6df56c4b11fd4",
"0546c1f485a5314bdb31d247a96f9d73ab24fd21","FROMLIST: drm/msm/dpu: clean up references of DPU custom bus scaling","5e2aab963b2316221a5c4c899a9e2fd11ec68189","cb88482e2570f67a6f4e72569e5a18329d5536ab","drm/msm/dpu: clean up references of DPU custom bus scaling","84c95949d9799f2c671f4e69be7cecf568752139",
