"Local SHA","Local Subject","Local Patch ID","Upstream SHA","Upstream Subject","Upstream Patch ID",
"c975fa383464878e5d0807b6c08d17843f8a0db0","UPSTREAM: drm/crc: Cleanup crtc_crc_open function","4cdf418d1a83f9c5baae3e6e57010a922f9f2a98","c0811a7d5befe34a17772760100e26b09a561c0e","drm/crc: Cleanup crtc_crc_open function","e232c4a0a61cdb1ec4fda4a210106024e452f66c",
"734d4808d8aa40f54fc971023d43f69c4aea77de","UPSTREAM: drm/sun4i: Add support for A64 display engine","e7e13728b22375531677c4468b34b6dc958c8e12","dd8bd5478cc415158f1861b647e4893c7a314568","drm/sun4i: Add support for A64 display engine","d20abe6904934022bff15db1d505811e51c29e21",
"ab04f689723e93c3d90517cafa2adbb00851d129","UPSTREAM: drm/fb-helper: improve documentation and print warnings","1c6d1022b6f69b6087a6bffc16f2ab4adbd97845","c10802b684c6bb00ecc6b4985805b05ebcc76a5d","drm/fb-helper: improve documentation and print warnings","8a42384cf40eb0a057389b348c4450fc218b8aed",
"cb20577912bfde9a1c3bb612d087d0074edb2e55","BACKPORT: fbdev: Drop FBINFO_CAN_FORCE_OUTPUT flag","1af9a0ea914792249bd7ea471581bef1cc7636b2","04cfcc7ab358e331b32cabde1e853a125f3f8735","fbdev: Drop FBINFO_CAN_FORCE_OUTPUT flag","34a3623b342f94dd33c8e10b8194894376d41076",
"9f3bb88bb6de8c2f918fb33f13e8e911c9cd7964","UPSTREAM: media: vb2: store userspace data in vb2_v4l2_buffer","39dbc776465e462de977e1c5fa77c6c2732f00fd","db6e8d57e2cd9fb77e6ceef8476912caecbd59b5","media: vb2: store userspace data in vb2_v4l2_buffer","1b38358eafa01a3c5d6fc99dee45e9294277d898",
"925f363e3da45fe0c222d1742b6851629602eae1","BACKPORT: media: vb2: drop VB2_BUF_STATE_PREPARED, use bool prepared/synced instead","b59972fb21172499f50af82ba3f4e54b205e2a81","55028695c3bbd8f202b969a5a702caa7d7a51675","media: vb2: drop VB2_BUF_STATE_PREPARED, use bool prepared/synced instead","bcb3375efa9ed3dddbb8cc35522c6f75c30e1e61",
"305f1c8ee5098de261faa2735934846f7f55741d","BACKPORT: media: videobuf2-core: integrate with media requests","de0edc7bc2f5482bcb7e9c647fe3670a7c612e02","fd89e0bb6ebff6481b9b8dd73729f5d62984490a","media: videobuf2-core: integrate with media requests","ef8aa65ca826c632096c46a26ae7d4be6ccaee3e",
"43bc53471311878765e2478e673fbaefe6d71d50","UPSTREAM: drm/i915/dsc: Add missing _MMIO() from PPS registers","cdcff575b3fbd6ce0fa31a4409a2c89cddd80eff","6f15a7de86c8cf2dc09fc9e6d07047efa40ef809","drm/i915/dsc: Add missing _MMIO() from PPS registers","66dd006e1dcf7a5c28a6613bf5f6224b404ecfe2",
"c2d3bee4a255735d47ea48a9d967c44fe6403e63","FROMGIT: drm/i915: Break long iterations for get/put shmemfs pages","65f0108643fd88a29c6659e7da8fbd7c26d84a59","e6db7f4d7c5005258b862a5ed1732756fccb6bfa","drm/i915: Break long iterations for get/put shmemfs pages","bc5b3e9cc250a7e6022150c2c64845dc7f6a25c6",
"17cfbbf87d5d40a11edb58bcdd89353b596616a5","BACKPORT: mfd: cros_ec: Fix and improve kerneldoc comments.","b952e552a93d473c2ac46dd3591cac136f3ba175","e2bbf91cad09118d7500f1fdaaa83d7741d30395","mfd: cros_ec: Fix and improve kerneldoc comments.","6d946d849d36f56849bb76c0c21dd2253728960e",
"d21046912889622966c2e919aa5b1dbfad47ab56","BACKPORT: drm/i915/icl: move has_resource_streamer to GEN11_FEATURES","622a0a5c0935deff27e7347c20560fea9033a7a7","48928d4b5d6243296a95d60edd2dcbc8e39512b7","drm/i915/icl: move has_resource_streamer to GEN11_FEATURES","5fcba8975945f3624d8336744f320e969b334dc4",
"c3a7b007fbc5a5476500aceffc96a36e9f12599f","BACKPORT: drm/i915: kill resource streamer support","36156c24e3335b48a771eb8456c4e15fd5a70960","08e3e21a24d23db6a4adca90f7cb40d69e09d35c","drm/i915: kill resource streamer support","0aaaa60d8508fff032659ba3e0995acd872dce58",
"ed8af152ba52ca6baa43912f3456be56e05555ba","UPSTREAM: drm/i915/ddi: Use power well CTL IDX instead of ID","dfbac06a5322c82b814f59496e046c310ee32717","75e39688f350f63dc916c1b9d01c973a3a7bf5c8","drm/i915/ddi: Use power well CTL IDX instead of ID","8da59aeb5b206e48c380346a194d1bb4ccf5170f",
"b66dd6318b45fda2df25ae97582a2c7c901013d2","UPSTREAM: drm/i915: Add a small wrapper to check for CCS modifiers.","9224a021a673d54329659f21b6cc140f9100f9f4","63eaf9acc00d394c75cb1a442387e0a05c17bcac","drm/i915: Add a small wrapper to check for CCS modifiers.","af7a8ba996f43b039fe4ab002035531354edb839",
"0ff25ea2475fe9de3d51554a6bd55f6bd544aced","UPSTREAM: drm/i915: Update DRIVER_DATE to 20180830","7510abfaf7d24bb2a15b8eb4d7b5e6fa71a0df0a","381116d327b55b26cc99fb0fa78526c029fb969b","drm/i915: Update DRIVER_DATE to 20180830","784abfbf7752ec0b6c66aea46d69a6f616bb4900",
"1454f19ddefe47d1299e4a474653e3b9c5f16e7f","UPSTREAM: drm/i915: Early rejection of buffer allocations larger than RAM","a0ad17694c40f1a54ea6ed067d25dab1dacf7836","e0ff7a7cddeff8ab2445f9d33f2416f8f89f9bca","drm/i915: Early rejection of buffer allocations larger than RAM","977b10a05551311c05d80518679dbe368cd3f068",
"19fe3b23b9ffb7715b39157564c4763445513281","UPSTREAM: drm/i915: Update DRIVER_DATE to 20180906","078e8fe6c9113601c972035356bf06a9f24135a8","a28957b8f10be714f076fb3981a3b1a0318c48c2","drm/i915: Update DRIVER_DATE to 20180906","d3257ad44efdb5e9dc841022757dc0d73a150051",
"9bba649ac2ca59cd50084f80996b97113856ff39","UPSTREAM: drm/i915: Update DRIVER_DATE to 20180906","0a83cff3bfde2c0ffd78a05595054a9257abaecd","a28957b8f10be714f076fb3981a3b1a0318c48c2","drm/i915: Update DRIVER_DATE to 20180906","d3257ad44efdb5e9dc841022757dc0d73a150051",
"bf12d2d7d60bfef4e726e5bd9252eed7eb63d114","UPSTREAM: drm/i915/gvt: add a fastpath for cmd parsing on MI_NOOP","36e27d448cee1a99b8703ee79d6a34d2a2695c23","db47685da1d8224f0eaa35c32e1a1ea97b05bae0","drm/i915/gvt: add a fastpath for cmd parsing on MI_NOOP","929b9eacab19b38321a8d81eab117469dba1f054",
"2965f2e4432eaec5b4d1a4673c4dd38fbe12f7e8","UPSTREAM: drm/amdgpu: update vega20 sdma golden settings","49dd9de29d26f5a2957b7dd865a58d9ffab7c4e3","218a9fbc8a28f63dc0990070b81ad5574e87846c","drm/amdgpu: update vega20 sdma golden settings","570574d6821951c946598ec1643e287576c170e0",
"6f72fb0d05b153094325adf9f03793f350d98506","UPSTREAM: drm/amd/display: Improve spelling, grammar, and formatting of amdgpu_dm.c comments","4aff239b808b3356f8dea45df53903138d6d9414","1f6010a96273c3111ecdc12aa274c932da920493","drm/amd/display: Improve spelling, grammar, and formatting of amdgpu_dm.c comments","1f047daa1823bc989108383f0508f9a068989978",
"fd2b77d540b75b75dd704aaf255bace5ba1de5b2","UPSTREAM: drm/amdgpu: Clean up KFD init and fini","2270c3a6fe678b1d33a816c75332331140644747","03a1c08d003bd9354f522d45a6e3dcd529f409c2","drm/amdgpu: Clean up KFD init and fini","58dfa35c0cb25bb8405610351df35580e760c809",
"56195d9b8f8641975ed3403d13d079e5d5130813","UPSTREAM: drm/i915/icl: create function to identify combophy port","0de6d22f59c4a79a89726eae4a7a7475e53698d8","176597a12d61709727d1639836e5d68a6e7c437b","drm/i915/icl: create function to identify combophy port","9021f6230f453acd2c5ce8bd4fa7a916d2c17480",
"393e8064261734d10aee80bc8bac451c1d2ea990","UPSTREAM: firmware/dmc/icl: Add missing MODULE_FIRMWARE() for Icelake.","cf624c0ee83148c38474ef25d4025ca41b5f9a63","00e5d8b1eb47378924f3de3435450650f426b02a","firmware/dmc/icl: Add missing MODULE_FIRMWARE() for Icelake.","1947fddfc715a73372aa11bbc5bb76f41a6e89e7",
"94487671c545cd6e1d4384c3fa63e34b044dd71a","FROMGIT: media: use strscpy() instead of strlcpy()","be22b93b16ecfc716c66e8c0e2f53b5bff279722","c0decac19da3906d9b66291e57b7759489e1170f","media: use strscpy() instead of strlcpy()","e4d72b5786ba8c367e1b825c39ce1e2326fba015",
"75e7b7fe7aefa6c0149668ae5e7839a3e874cde3","BACKPORT: FROMGIT: regulator/of_get_regulator: add child path to find the regulator supplier","7fdd2858f80baf54fdab528afb056f894abd0c6c","fe06051dbf8abf5962d9258c4a863056bdfa6eae","regulator/of_get_regulator: add child path to find the regulator supplier","41cda42a5ce4747575a6094d27201aee2e6eec97",
"78710b0c6ed925bb3e360305ce123b5a74512682","FROMGIT: regulator: core: enable power when setting up constraints","7de99fd5a03ef90227b8c77ddf6a416e4dcf5dc3","2bb1666369339f69f227ad060c250afde94d5c69","regulator: core: enable power when setting up constraints","f55a5d4c00ddc6c621fbbbf1935187ff797d4546",
"4e06e76b2b7d02a9d3dc1c13f3567c2c0a063c07","FROMGIT: clk: qcom: Add graphics clock controller driver for SDM845","1d720085c23023891b76293a87455b8138e9d2d9","453361cdd757a01a2955dbc7480bc7706e09bd86","clk: qcom: Add graphics clock controller driver for SDM845","ddeacf8fdc368a12a2204926b801a8e866200d83",
"fe8e63691f0550ea67513516c05232f609e54fd5","BACKPORT: ASoC: Intel: Boards: Machine driver for SKL+ w/ HDAudio codecs","a3f2e4711dda6c9133ff18303826ff6993cf682e","7c33b5f16915a7bc3d3b81a9a041bdc562f71dfb","ASoC: Intel: Boards: Machine driver for SKL+ w/ HDAudio codecs","2eaad7562439834910b1082bf6ca3742c2b8a3a6",
"f991dcd9195538cc3b5a0d8c56f7adf164ba4c28","BACKPORT: ASoC: Intel: Skylake: fix Kconfigs, make HDaudio codec optional","d2a71f49b5735f7d4fac2cf65ac1b7be9a878396","8c4e7c2ee8096b5ca8214418f287b3878d578cc0","ASoC: Intel: Skylake: fix Kconfigs, make HDaudio codec optional","1d92c70e2b46de6d4443a0a7ed72febf38d31559",
"40dd2e6b92f79c8342f52c12ae821925a3226985","UPSTREAM: ASoC: add for_each_card_prelinks() macro","68ec816a83d2ac1c296135faf3a4ef10c7a1d989","7fe072b4df5d0cc832eb758c1eed243c145a2dfc","ASoC: add for_each_card_prelinks() macro","e7f16a373c0b9914ae2704bb2a516b5f98054b9c",
"1dfd2a59ef5e06a2219ef7e5aee01ab6e6aabc58","FROMGIT: drm/i915: Make CHICKEN_TRANS reg not depend on enum value","c289fc8aa6df28daa87c3d4d8d871c770d59d6cd","8f19b401a6fc6d1262c5bfbfc18146c5e8ecb491","drm/i915: Make CHICKEN_TRANS reg not depend on enum value","f0d8fc5dddaac29a22845f4be4c3733c5bac4699",
"8c831514add44c0b86f2a28b000cb8a26b1871a6","FROMGIT: drm/i915: Check PSR errors instead of retrain while PSR is enabled","df937abb28c09465f11e62a8315a59411a44a381","2f8e7ea974c164c6d2f7761b7406a28fbf0f20c9","drm/i915: Check PSR errors instead of retrain while PSR is enabled","4db3666e573c05d4046f308299ee52530503c0f7",
"eea7e2b35e911d99c6189e5d62d6d9addb809094","BACKPORT: FROMGIT: clk: qcom: Add lpass clock controller driver for SDM845","b31ce18385a1da8a6d1886879ddcc4c06f1cb7f5","8d3e5b9c1f2cdb9c81073e1f51643617078076ed","clk: qcom: Add lpass clock controller driver for SDM845","bd185a4018a2f82c97d189f4a53f281ce66b6a43",
"d740624dcf10f3812753ca2a5be4948e3618fd3c","FROMGIT: ath10k: fill the channel survey results for WCN3990 correctly","e5690c71211f08a532d488830d9844ba56284c84","13104929d2ec32aec0552007d55b9e15bc07176b","ath10k: fill the channel survey results for WCN3990 correctly","ee9395ac812f186055a81a62b6a7e07e927e1d11",
"8dcfb8a4a6cfcb37434c94f6154a63119decbafb","FROMGIT: arm64: dts: sdm845: add prng-ee node","ba388ee76c66bb89cd3c8f1c01e7a9b203b2153b","6e17f8140521a73844721af8a2ff03ad00519ab8","arm64: dts: sdm845: add prng-ee node","7bf1bc612586b7a1ca90d06efc5792794e6865f8",
"38dba9f00542aaec8aa227a700f10817d3ad0f15","FROMGIT: arm64: defconfig: Enable core Qualcomm SDM845 options","d27f575da1b887c389cf2c5a2cbd07f3219ea5e0","5b7f180fb3827c5d04d2b4a38a52730b9d4660d5","arm64: defconfig: Enable core Qualcomm SDM845 options","7563f25857742a55a20599aaee11ac8eb7123fb6",
"9e8d2c6fb1105b57814c90774c23fd8a11217ed4","BACKPORT: FROMGIT: OPP: Rename and relocate of_genpd_opp_to_performance_state()","d5a31faedd930514369854f918dc2daf04be4373","4c6a343e57fe241fa30ab31ac4969561272cc6b2","OPP: Rename and relocate of_genpd_opp_to_performance_state()","19bb98134949b19349c66076e0f5472f0c19c2ec",
"2b4d567ae6978a994769bce10af09d12ffd82914","FROMGIT: OPP: Remove of_dev_pm_opp_find_required_opp()","6fae76c11a16bc5130182aa1e7c69ccd3da30c5c","534245cc69c2a3597d8ed0e7782ae3f563e92c68","OPP: Remove of_dev_pm_opp_find_required_opp()","86ddf23e340e07c37780f56023bc38771a51c256",
"3d52966f900acb6d1fe5ff6a49237346059d93da","UPSTREAM: ALSA: hda/realtek - Enable headset button support for new codec","0dccb92f3590c3d92408915cbf683f89ed53853d","e854747d7593c03c03ee785a04dce9b301ae3a9a","ALSA: hda/realtek - Enable headset button support for new codec","3f3ae73038d80649fe692f5a82483735d230ca7e",
"da6a4029b66d7f2b43daa6ceb4decbcd58759e2b","FROMGIT: OPP: Fix missing debugfs supply directory for OPPs","5c784039525c19ff24d3d40ed4fe1bdc372720ea","46f48aca2e5aef3f430e95d1a5fb68227ec8ec85","OPP: Fix missing debugfs supply directory for OPPs","387efb01b9ab5dc5efc0cf6d4ef3b634c97ba4de",
"3d9228c979069298c2077c6136de64c75c3ef4be","BACKPORT: FROMGIT: OPP: Don't return 0 on error from of_get_required_opp_performance_state()","968316ba7e17274a88e75b2064f7ddf09db02145","2feb5a896c42fb24f6d6f7028574dc59bfc9306f","OPP: Don't return 0 on error from of_get_required_opp_performance_state()","2cf1fe6505c4d35001daa1961c36fad25611daa3",
"2134dc1dc8fd12e1698aa1cb16bf9e5d48febb09","BACKPORT: FROMGIT: pinctrl: mediatek: improve Kconfig dependencies","4a07930c0f3bfda1c499324bcecccce5c3a62379","b5af33df50e91f7c79c050ec73062577b9d0dae3","pinctrl: mediatek: improve Kconfig dependencies","d72d235375ef17d24390977ae5c64159e56b9254",
"87344b7337803b05ce798f6fbf31cd06b6cc451a","UPSTREAM: drm/msm/gpu: Add trace events for tracking GPU submissions","ae1a131ef7efe3cdeafc91535e1ad22688055ca6","4241db42e474ffc6d432e60eb5aaea98f12fda20","drm/msm/gpu: Add trace events for tracking GPU submissions","2f9a910dc6cd5d5ad54c7979798cfcbb98f1387b",
"0550450b894e12c3446577e90772507e363ea661","UPSTREAM: mfd: cros_ec: Add commands to control codec","8853eaa5931faf8e73abf670355fc422260f2c1b","c1f3375be60c562e24460d41b75e564c0a429835","mfd: cros_ec: Add commands to control codec","db01f40a84f62256b67a9c88ee5ea43f538a556c",
"87146de748586fc7ee620bde866cd2b019419c77","UPSTREAM: sched/toplogy: Introduce the 'sched_energy_present' static key","e31160c7d2dfeadef1a0b2f4909f499feb5634e2","1f74de8798c93ce14801cc4e772603e51c841c33","sched/toplogy: Introduce the 'sched_energy_present' static key","b7b2e09bd70a8a92cf4b4e386fa71b2bb6d3152c",
"41511d3a9ec1bf0d118e281276ee85bb2ac393a9","FIXUP: FROMGIT: arm64: dts: qcom: sdm845: Add UFS nodes for sdm845-mtp (iommu)","4299252a82f5f270661e2c9ab66320e70d69d386","b010fdb4ea58fb1a0c59c550ef5692745b1e4dc2","arm64: dts: qcom: sdm845: Add UFS nodes for sdm845-mtp","92a877c8b46710fc2510c6370654b0499ac9411a",
"2293498e8b66e66ab6881a799caad67be001f2fd","UPSTREAM: media: Rename vb2_m2m_request_queue -> v4l2_m2m_request_queue","aa8f0e12edd4e37910ccd9f4d288fbcea52c7249","ef86eaf97acd6d82cd3fd40f997b1c8c4895a443","media: Rename vb2_m2m_request_queue -> v4l2_m2m_request_queue","7cd60f4923b1ad925f4cbd7278257160e176d115",
"c9cf1daa8a5c560096cb6726ce91927f9fffb912","UPSTREAM: media: vb2: keep a reference to the request until dqbuf","0d58f701ec771d93954b4fbd50a0309760a1b9b8","6093d3002eabd7c2913d97f1d1f4ce34b072acf9","media: vb2: keep a reference to the request until dqbuf","ccafe6902a32230f13e0e8c6191a79fef8fc3669",
"d394cfa4c6ba8188d68ba0d03d27b43ac1960f62","UPSTREAM: media: Add a Kconfig option for the Request API","10dab89e3cc7180232fe38b21c162c1785edc5a3","078ab3ea2c3bb69cb989d52346fefa1246055e5b","media: Add a Kconfig option for the Request API","71282ca3983db7e884312b8f2e9222d54493e530",
"5f6af36f3c5d32058526e7346b8a240587b37918","FROMGIT: Bluetooth: btusb: Use the cmd_timeout method to reset the Intel BT chip","db85636e2e32cf276a315a3c46f779fdd27ba01d","dc786b2c2c1bc0730ab88e403c33de0989da7f48","Bluetooth: btusb: Use the cmd_timeout method to reset the Intel BT chip","95178f65b2c93980a0d2e55942de3c6201f1a064",
"d7433f2e7f95e76132d7877afc0a48b50439fc07","UPSTREAM: usb: dwc3: Add disabling of start_transfer failure quirk","d4b19a210c3d7fcb8690e6441968b864e287803b","dd74b96c74806da7a0e8cc794328950a2a7cb833","usb: dwc3: Add disabling of start_transfer failure quirk","a053bee954b9151b3c8c08ad61046ea97ce160ff",
"8b2713f081e4ef3b72f56a860cdd2e5c7023ae35","UPSTREAM: usb: dwc3: Add workaround for isoc start transfer failure","3b91effb27d472cc6382d11f78dcae1bb7fd21ff","d92021f66063b30910255d70dc95e0d7b57f018f","usb: dwc3: Add workaround for isoc start transfer failure","8e44616fd0862fc01c6ff293adea780bb9beeb1d",
"3c0be07fade95bd070524c8930980faf3646155b","BACKPORT: drm/msm: dpu: Remove dpu_power_client","4abfacb9b092625fb63f6fa6d24ebf3ffd3ca9d0","88447b9b58fab9aedb9fdb090e17694dd4933639","drm/msm: dpu: Remove dpu_power_client","650ff1140ec6502eab62aec487abe9cfb690098c",
"10d617c9ad4ba6a10049ce1771ee91c39cc4f392","BACKPORT: drm/msm: dpu: Remove dpu_power_handle","bfffbc3b28db92a8952650a6cc4bf65e2cd5ebf5","09a2e645b0f7a5af061b0bf66dd1e04a7a78caf5","drm/msm: dpu: Remove dpu_power_handle","7ec32949f434b85ee43353a15678846848e6c90c",
"1861f861436d56019e95c6d61561280344e9f75d","BACKPORT: drm/msm/dpu: Remove dpu_dbg","68082a396e024865944c1e9d23b8f40b50e1fc55","27bc773aa69cf9aa03020a9d87abbcf06d4af1c2","drm/msm/dpu: Remove dpu_dbg","e73c5d98ae897074ca7c74830c9cbf288a6294d4",
"60fd6b2b4c84e08d7e79a188051de72d7a281b01","BACKPORT: drm/msm/dpu: Remove dpu_crtc_is_enabled()","e05454067b56146a8cbcf7d9eff12ab4b86a0122","49dfe764797b1eb0fe9e7f392645b9161d6cfce6","drm/msm/dpu: Remove dpu_crtc_is_enabled()","78be1a6e90eaba1cbdca7aa707dbc1af8b6f4fa4",
"1681e9793a367b5e129d54944353c6a77cc091cb","BACKPORT: drm/msm/dpu: Remove dpu_irq and unused functions","d77bae6e9f82ab6d65d88f68b930cdd657311ad7","8fe62a63a867184ff94b02d618d88deddfda0cc0","drm/msm/dpu: Remove dpu_irq and unused functions","42dcc624067a4303e3e782d09cb1e86491b45d06",
"a4778ca30061b9938a56376be2a190cfa1b35e32","FROMGIT: drm/msm/dpu: Fix clock issue after bind failure","0532c75594299cdb1e972366d203064857d4e7a2","ba0ede185ef4c74bfecfe1c992be5dbcc5c5ac04","drm/msm/dpu: Fix clock issue after bind failure","63fbb5f42a44596f6e79d4ea36c02f30db124022",
"7c83ef4ff5390979b2ca105435511c3d1beafcd6","UPSTREAM: remoteproc: qcom: adsp: Add SDM845 ADSP and CDSP support","72d5446775c52bb239a97f1c96e97fde50f644fa","3b0d1b65c19f6650dce40d0d188df415cd0b62d7","remoteproc: qcom: adsp: Add SDM845 ADSP and CDSP support","b32996928418fe24791e91ec7ca52e9eec38c17d",
"338d14f2eb586b0f8b1fb0215ec3f448374f5c36","BACKPORT: FROMGIT: ASoC: Documentation: Add google, cros-ec-codec","a7ef66d4533273c7eb13dcd4287b8965d4532e43","494a3503d684b6fc497623bc01e3e16f8def0499","ASoC: Documentation: Add google, cros-ec-codec","74b09d6689038f7ea001917f3c150532fe98468a",
"f1f55701075111ea10d421ce1ac0d87192973e94","BACKPORT: ath10k: add struct ath10k_bus_params","e1d75c4f34e0ab114ca6c3c8c9a9fb0a21bd86ce","c0d8d565787c5d8f7d4b0ae319dc1d44d69a51d9","ath10k: add struct ath10k_bus_params","faf6b30613f388f8addab8770561127cf5ccfc9b",
"ea911782b052683b94692d9422ee3ac994a3c5e7","BACKPORT: ath10k: add device type enum to ath10k_bus_params","4e925e7bb0ab6092598e0530d97cfca59a807953","7c2dd6154fc22e2aec1fcb384beb0a6372f2b439","ath10k: add device type enum to ath10k_bus_params","83b6e01635d9c6b7e772818594ae516f9d1458a5",
"24971738f2fd150abfbd080e09952f0c416f7693","BACKPORT: ath10k: skip sending quiet mode cmd for WCN3990","542577537c2cc2877de1a75f2991e97d3de1c6f0","53884577fbcef33a7d15ad664e664a3dabe35171","ath10k: skip sending quiet mode cmd for WCN3990","bd9ce6b0dcdef58e734aac6e34aae7a4f8e28390",
"97ca06a36cf7afd848b1d428c64f58f94a38472e","FROMGIT: cpufreq: scmi: Register an Energy Model","373796499078c745147028b1eb2d8e19517cc8f7","3c429851f9986103ce99c5747a795c6a6c572310","cpufreq: scmi: Register an Energy Model","ff049d7821a580aecd3830d36997bf7dc6f51468",
"2e8092dad0f41bf713e8c59b83f53ecfe32ea4a1","BACKPORT: pinctrl: mediatek: Fix dependencies for EINT_MTK","c2319bed53f5e8ec87a2f946b38965e67b83f651","7c68024a82a2f71e79ef29edccd6e8ce1d2f44f4","pinctrl: mediatek: Fix dependencies for EINT_MTK","dcc9d04b8b2c229735ae04433e199a4c388aec54",
"82cccbc61ce260e2c8f6cf263dc1d2759ed09c16","FROMGIT: ASoC: mediatek: mt6358: add codec driver","e962666f214a44facabcde16cab4746ee7637212","6a8d4198ca80deb2f978260a096fa651229cf4a2","ASoC: mediatek: mt6358: add codec driver","933ebd922cf3a91b6af2af424faddf215b2970ae",
"22480e2887180b074d4642b11e402e2f1faefb3b","UPSTREAM: platform/x86: intel_pmc: Sort headers alphabetically","ac822f540d43641236d0d5840ad9a89e9661ce33","908817720056ce19bfabd9c02e9bd09ff696d898","platform/x86: intel_pmc: Sort headers alphabetically","6b6f2186d4c6cb39edddd8c5a8e960e04f9a40ad",
"64f3806bdcba9a13a44ffa9e22d0279c4f1f34da","UPSTREAM: Input: add `REL_WHEEL_HI_RES` and `REL_HWHEEL_HI_RES`","775e1d1bebb9487368a2f68f446712216ed4bced","52ea899637c746984d657b508da6e3f2686adfca","Input: add `REL_WHEEL_HI_RES` and `REL_HWHEEL_HI_RES`","b7429343663031e33121752cf7683ca2c6de1410",
"03138212650d47a25c9a428291a72e94553a1545","UPSTREAM: HID: input: use the Resolution Multiplier for high-resolution scrolling","d90484258f3b5fb7094b116d6a64d908cca22f56","2dc702c991e3774af9d7ce410eef410ca9e2357e","HID: input: use the Resolution Multiplier for high-resolution scrolling","ed033746577a41e98bc37d4e4fcd812ac95db25c",
"189379d713787ddf018a147a8fa6c0de151b26f3","FROMGIT: x86/CPU: Add Icelake model number","5615ae8ddb4950119f5ef5f794f112bac0dbf30f","ff7c634b4f7bafb93d6af5d11fd97a2f7695c9a7","x86/CPU: Add Icelake model number","cbaab742da888a6651cc3ef2858fc4d21034a1bb",
"bd3d664061164c545cb11832f995b27df02354c9","BACKPORT: FROMGIT: LSM: generalize flag passing to security_capable","e9e2becf7045ee1ae1b05cf43ce1325baff8a9ac","c1a85a00ea66cb6f0bd0f14e47c28c2b0999799f","LSM: generalize flag passing to security_capable","f626b4bc19c883ab2b604d2d97a8661dfc81f10d",
